bus_id,sub_id,interconnect
1,0,Eastern
2,0,Eastern
3,0,Eastern
4,0,Eastern
5,0,Eastern
6,0,Eastern
7,1,Eastern
8,1,Eastern
9,1,Eastern
10,2,Eastern
11,3,Eastern
12,4,Eastern
13,5,Eastern
14,5,Eastern
15,6,Eastern
16,7,Eastern
17,8,Eastern
18,8,Eastern
19,9,Eastern
20,9,Eastern
21,10,Eastern
22,10,Eastern
23,10,Eastern
24,11,Eastern
25,11,Eastern
26,11,Eastern
27,12,Eastern
28,12,Eastern
29,12,Eastern
30,13,Eastern
31,14,Eastern
32,14,Eastern
33,15,Eastern
34,15,Eastern
35,16,Eastern
36,16,Eastern
37,17,Eastern
38,18,Eastern
39,19,Eastern
40,19,Eastern
41,20,Eastern
42,21,Eastern
43,22,Eastern
44,23,Eastern
45,24,Eastern
46,25,Eastern
47,26,Eastern
48,27,Eastern
49,27,Eastern
50,27,Eastern
51,28,Eastern
52,29,Eastern
53,29,Eastern
54,30,Eastern
55,30,Eastern
56,31,Eastern
57,32,Eastern
58,33,Eastern
59,33,Eastern
60,33,Eastern
61,34,Eastern
62,35,Eastern
63,36,Eastern
64,37,Eastern
65,37,Eastern
66,38,Eastern
67,39,Eastern
68,40,Eastern
69,41,Eastern
70,41,Eastern
71,42,Eastern
72,42,Eastern
73,42,Eastern
74,43,Eastern
75,43,Eastern
76,44,Eastern
77,45,Eastern
78,46,Eastern
79,46,Eastern
80,47,Eastern
81,47,Eastern
82,47,Eastern
83,48,Eastern
84,48,Eastern
85,49,Eastern
86,49,Eastern
87,50,Eastern
88,51,Eastern
89,52,Eastern
90,53,Eastern
91,53,Eastern
92,54,Eastern
93,54,Eastern
94,54,Eastern
95,55,Eastern
96,56,Eastern
97,56,Eastern
98,56,Eastern
99,56,Eastern
100,56,Eastern
101,57,Eastern
102,57,Eastern
103,58,Eastern
104,59,Eastern
105,60,Eastern
106,61,Eastern
107,61,Eastern
108,62,Eastern
109,63,Eastern
110,63,Eastern
111,64,Eastern
112,65,Eastern
113,66,Eastern
114,67,Eastern
115,68,Eastern
116,68,Eastern
117,69,Eastern
118,70,Eastern
119,71,Eastern
120,71,Eastern
121,72,Eastern
122,72,Eastern
123,73,Eastern
124,73,Eastern
125,74,Eastern
126,75,Eastern
127,75,Eastern
128,76,Eastern
129,77,Eastern
130,78,Eastern
131,79,Eastern
132,79,Eastern
133,79,Eastern
134,80,Eastern
135,81,Eastern
136,82,Eastern
137,83,Eastern
138,84,Eastern
139,85,Eastern
140,86,Eastern
141,87,Eastern
142,88,Eastern
143,89,Eastern
144,89,Eastern
145,90,Eastern
146,91,Eastern
147,92,Eastern
148,93,Eastern
149,94,Eastern
150,95,Eastern
151,96,Eastern
152,96,Eastern
153,97,Eastern
154,97,Eastern
155,98,Eastern
156,99,Eastern
157,99,Eastern
158,100,Eastern
159,101,Eastern
160,102,Eastern
161,103,Eastern
162,104,Eastern
163,105,Eastern
164,105,Eastern
165,106,Eastern
166,107,Eastern
167,108,Eastern
168,109,Eastern
169,110,Eastern
170,111,Eastern
171,112,Eastern
172,112,Eastern
173,113,Eastern
174,114,Eastern
175,115,Eastern
176,115,Eastern
177,116,Eastern
178,117,Eastern
179,118,Eastern
180,119,Eastern
181,120,Eastern
182,120,Eastern
183,120,Eastern
184,121,Eastern
185,122,Eastern
186,122,Eastern
187,122,Eastern
188,123,Eastern
189,124,Eastern
190,125,Eastern
191,125,Eastern
192,125,Eastern
193,125,Eastern
194,125,Eastern
195,126,Eastern
196,127,Eastern
197,127,Eastern
198,127,Eastern
199,127,Eastern
200,127,Eastern
201,128,Eastern
202,129,Eastern
203,130,Eastern
204,131,Eastern
205,132,Eastern
206,132,Eastern
207,133,Eastern
208,134,Eastern
209,134,Eastern
210,135,Eastern
211,136,Eastern
212,136,Eastern
213,137,Eastern
214,138,Eastern
215,139,Eastern
216,140,Eastern
217,141,Eastern
218,142,Eastern
219,143,Eastern
220,143,Eastern
221,144,Eastern
222,145,Eastern
223,146,Eastern
224,146,Eastern
225,146,Eastern
226,147,Eastern
227,147,Eastern
228,148,Eastern
229,149,Eastern
230,150,Eastern
231,150,Eastern
232,150,Eastern
233,150,Eastern
234,150,Eastern
235,151,Eastern
236,152,Eastern
237,153,Eastern
238,153,Eastern
239,154,Eastern
240,154,Eastern
241,155,Eastern
242,155,Eastern
243,155,Eastern
244,156,Eastern
245,156,Eastern
246,157,Eastern
247,158,Eastern
248,159,Eastern
249,159,Eastern
250,160,Eastern
251,161,Eastern
252,162,Eastern
253,162,Eastern
254,163,Eastern
255,163,Eastern
256,164,Eastern
257,165,Eastern
258,166,Eastern
259,167,Eastern
260,168,Eastern
261,168,Eastern
262,169,Eastern
263,169,Eastern
264,170,Eastern
265,171,Eastern
266,171,Eastern
267,172,Eastern
268,172,Eastern
269,173,Eastern
270,173,Eastern
271,174,Eastern
272,175,Eastern
273,175,Eastern
274,176,Eastern
275,176,Eastern
276,177,Eastern
277,178,Eastern
278,179,Eastern
279,180,Eastern
280,180,Eastern
281,181,Eastern
282,181,Eastern
283,182,Eastern
284,183,Eastern
285,183,Eastern
286,183,Eastern
287,184,Eastern
288,184,Eastern
289,185,Eastern
290,185,Eastern
291,186,Eastern
292,187,Eastern
293,188,Eastern
294,188,Eastern
295,189,Eastern
296,189,Eastern
297,190,Eastern
298,190,Eastern
299,191,Eastern
300,192,Eastern
301,192,Eastern
302,192,Eastern
303,193,Eastern
304,194,Eastern
305,195,Eastern
306,195,Eastern
307,196,Eastern
308,197,Eastern
309,198,Eastern
310,199,Eastern
311,200,Eastern
312,200,Eastern
313,200,Eastern
314,200,Eastern
315,200,Eastern
316,201,Eastern
317,202,Eastern
318,202,Eastern
319,202,Eastern
320,203,Eastern
321,203,Eastern
322,203,Eastern
323,203,Eastern
324,203,Eastern
325,203,Eastern
326,203,Eastern
327,204,Eastern
328,205,Eastern
329,206,Eastern
330,207,Eastern
331,208,Eastern
332,209,Eastern
333,209,Eastern
334,209,Eastern
335,210,Eastern
336,211,Eastern
337,211,Eastern
338,212,Eastern
339,213,Eastern
340,213,Eastern
341,214,Eastern
342,215,Eastern
343,216,Eastern
344,217,Eastern
345,217,Eastern
346,218,Eastern
347,218,Eastern
348,218,Eastern
349,219,Eastern
350,220,Eastern
351,220,Eastern
352,221,Eastern
353,222,Eastern
354,223,Eastern
355,223,Eastern
356,223,Eastern
357,224,Eastern
358,225,Eastern
359,225,Eastern
360,226,Eastern
361,227,Eastern
362,227,Eastern
363,227,Eastern
364,228,Eastern
365,228,Eastern
366,228,Eastern
367,229,Eastern
368,229,Eastern
369,230,Eastern
370,230,Eastern
371,231,Eastern
372,232,Eastern
373,233,Eastern
374,233,Eastern
375,233,Eastern
376,233,Eastern
377,233,Eastern
378,233,Eastern
379,234,Eastern
380,234,Eastern
381,235,Eastern
382,236,Eastern
383,236,Eastern
384,237,Eastern
385,237,Eastern
386,238,Eastern
387,239,Eastern
388,240,Eastern
389,241,Eastern
390,241,Eastern
391,242,Eastern
392,242,Eastern
393,242,Eastern
394,243,Eastern
395,243,Eastern
396,244,Eastern
397,244,Eastern
398,244,Eastern
399,245,Eastern
400,246,Eastern
401,246,Eastern
402,246,Eastern
403,247,Eastern
404,248,Eastern
405,249,Eastern
406,249,Eastern
407,249,Eastern
408,249,Eastern
409,249,Eastern
410,249,Eastern
411,250,Eastern
412,250,Eastern
413,251,Eastern
414,252,Eastern
415,252,Eastern
416,252,Eastern
417,253,Eastern
418,253,Eastern
419,254,Eastern
420,254,Eastern
421,255,Eastern
422,256,Eastern
423,257,Eastern
424,257,Eastern
425,258,Eastern
426,259,Eastern
427,260,Eastern
428,260,Eastern
429,261,Eastern
430,262,Eastern
431,263,Eastern
432,264,Eastern
433,264,Eastern
434,264,Eastern
435,264,Eastern
436,264,Eastern
437,265,Eastern
438,265,Eastern
439,266,Eastern
440,267,Eastern
441,268,Eastern
442,268,Eastern
443,269,Eastern
444,270,Eastern
445,271,Eastern
446,271,Eastern
447,271,Eastern
448,271,Eastern
449,271,Eastern
450,272,Eastern
451,272,Eastern
452,273,Eastern
453,274,Eastern
454,275,Eastern
455,275,Eastern
456,276,Eastern
457,277,Eastern
458,277,Eastern
459,278,Eastern
460,279,Eastern
461,280,Eastern
462,281,Eastern
463,281,Eastern
464,282,Eastern
465,282,Eastern
466,283,Eastern
467,284,Eastern
468,285,Eastern
469,286,Eastern
470,286,Eastern
471,287,Eastern
472,288,Eastern
473,288,Eastern
474,288,Eastern
475,289,Eastern
476,289,Eastern
477,289,Eastern
478,290,Eastern
479,290,Eastern
480,291,Eastern
481,292,Eastern
482,293,Eastern
483,293,Eastern
484,294,Eastern
485,294,Eastern
486,294,Eastern
487,295,Eastern
488,296,Eastern
489,297,Eastern
490,297,Eastern
491,297,Eastern
492,298,Eastern
493,298,Eastern
494,298,Eastern
495,299,Eastern
496,299,Eastern
497,299,Eastern
498,299,Eastern
499,299,Eastern
500,300,Eastern
501,300,Eastern
502,300,Eastern
503,300,Eastern
504,300,Eastern
505,300,Eastern
506,301,Eastern
507,302,Eastern
508,302,Eastern
509,303,Eastern
510,304,Eastern
511,305,Eastern
512,306,Eastern
513,306,Eastern
514,307,Eastern
515,307,Eastern
516,308,Eastern
517,308,Eastern
518,309,Eastern
519,309,Eastern
520,310,Eastern
521,310,Eastern
522,310,Eastern
523,311,Eastern
524,311,Eastern
525,312,Eastern
526,312,Eastern
527,312,Eastern
528,312,Eastern
529,312,Eastern
530,313,Eastern
531,314,Eastern
532,314,Eastern
533,315,Eastern
534,316,Eastern
535,317,Eastern
536,318,Eastern
537,319,Eastern
538,319,Eastern
539,320,Eastern
540,320,Eastern
541,321,Eastern
542,321,Eastern
543,321,Eastern
544,322,Eastern
545,323,Eastern
546,324,Eastern
547,324,Eastern
548,325,Eastern
549,326,Eastern
550,327,Eastern
551,327,Eastern
552,328,Eastern
553,329,Eastern
554,330,Eastern
555,330,Eastern
556,331,Eastern
557,332,Eastern
558,333,Eastern
559,334,Eastern
560,334,Eastern
561,334,Eastern
562,335,Eastern
563,336,Eastern
564,336,Eastern
565,336,Eastern
566,337,Eastern
567,337,Eastern
568,338,Eastern
569,339,Eastern
570,340,Eastern
571,341,Eastern
572,341,Eastern
573,342,Eastern
574,342,Eastern
575,343,Eastern
576,344,Eastern
577,344,Eastern
578,344,Eastern
579,344,Eastern
580,344,Eastern
581,345,Eastern
582,346,Eastern
583,346,Eastern
584,347,Eastern
585,348,Eastern
586,349,Eastern
587,350,Eastern
588,350,Eastern
589,351,Eastern
590,352,Eastern
591,353,Eastern
592,353,Eastern
593,353,Eastern
594,353,Eastern
595,353,Eastern
596,353,Eastern
597,354,Eastern
598,355,Eastern
599,356,Eastern
600,357,Eastern
601,358,Eastern
602,359,Eastern
603,360,Eastern
604,360,Eastern
605,361,Eastern
606,361,Eastern
607,362,Eastern
608,362,Eastern
609,363,Eastern
610,363,Eastern
611,363,Eastern
612,363,Eastern
613,363,Eastern
614,363,Eastern
615,364,Eastern
616,365,Eastern
617,366,Eastern
618,366,Eastern
619,367,Eastern
620,367,Eastern
621,368,Eastern
622,369,Eastern
623,369,Eastern
624,369,Eastern
625,370,Eastern
626,371,Eastern
627,371,Eastern
628,372,Eastern
629,372,Eastern
630,373,Eastern
631,373,Eastern
632,374,Eastern
633,375,Eastern
634,375,Eastern
635,376,Eastern
636,377,Eastern
637,377,Eastern
638,378,Eastern
639,378,Eastern
640,379,Eastern
641,380,Eastern
642,381,Eastern
643,382,Eastern
644,382,Eastern
645,383,Eastern
646,384,Eastern
647,385,Eastern
648,386,Eastern
649,386,Eastern
650,387,Eastern
651,388,Eastern
652,389,Eastern
653,390,Eastern
654,391,Eastern
655,392,Eastern
656,392,Eastern
657,392,Eastern
658,393,Eastern
659,394,Eastern
660,394,Eastern
661,394,Eastern
662,395,Eastern
663,396,Eastern
664,397,Eastern
665,398,Eastern
666,399,Eastern
667,399,Eastern
668,399,Eastern
669,399,Eastern
670,399,Eastern
671,399,Eastern
672,400,Eastern
673,401,Eastern
674,401,Eastern
675,401,Eastern
676,402,Eastern
677,403,Eastern
678,404,Eastern
679,405,Eastern
680,406,Eastern
681,407,Eastern
682,408,Eastern
683,409,Eastern
684,410,Eastern
685,410,Eastern
686,411,Eastern
687,412,Eastern
688,413,Eastern
689,413,Eastern
690,414,Eastern
691,415,Eastern
692,415,Eastern
693,416,Eastern
694,417,Eastern
695,418,Eastern
696,419,Eastern
697,420,Eastern
698,420,Eastern
699,420,Eastern
700,421,Eastern
701,422,Eastern
702,423,Eastern
703,424,Eastern
704,425,Eastern
705,426,Eastern
706,427,Eastern
707,427,Eastern
708,428,Eastern
709,429,Eastern
710,429,Eastern
711,429,Eastern
712,430,Eastern
713,430,Eastern
714,431,Eastern
715,432,Eastern
716,432,Eastern
717,432,Eastern
718,432,Eastern
719,432,Eastern
720,433,Eastern
721,433,Eastern
722,434,Eastern
723,435,Eastern
724,436,Eastern
725,436,Eastern
726,437,Eastern
727,438,Eastern
728,439,Eastern
729,440,Eastern
730,441,Eastern
731,442,Eastern
732,442,Eastern
733,443,Eastern
734,443,Eastern
735,444,Eastern
736,444,Eastern
737,445,Eastern
738,445,Eastern
739,445,Eastern
740,446,Eastern
741,446,Eastern
742,447,Eastern
743,448,Eastern
744,448,Eastern
745,449,Eastern
746,450,Eastern
747,451,Eastern
748,451,Eastern
749,452,Eastern
750,453,Eastern
751,453,Eastern
752,453,Eastern
753,453,Eastern
754,453,Eastern
755,454,Eastern
756,455,Eastern
757,455,Eastern
758,456,Eastern
759,457,Eastern
760,457,Eastern
761,458,Eastern
762,459,Eastern
763,459,Eastern
764,460,Eastern
765,461,Eastern
766,462,Eastern
767,463,Eastern
768,464,Eastern
769,464,Eastern
770,464,Eastern
771,464,Eastern
772,464,Eastern
773,465,Eastern
774,466,Eastern
775,467,Eastern
776,467,Eastern
777,468,Eastern
778,469,Eastern
779,469,Eastern
780,470,Eastern
781,470,Eastern
782,471,Eastern
783,471,Eastern
784,472,Eastern
785,472,Eastern
786,472,Eastern
787,472,Eastern
788,472,Eastern
789,473,Eastern
790,474,Eastern
791,475,Eastern
792,476,Eastern
793,476,Eastern
794,477,Eastern
795,478,Eastern
796,479,Eastern
797,479,Eastern
798,479,Eastern
799,479,Eastern
800,479,Eastern
801,479,Eastern
802,480,Eastern
803,481,Eastern
804,481,Eastern
805,482,Eastern
806,483,Eastern
807,483,Eastern
808,484,Eastern
809,485,Eastern
810,485,Eastern
811,486,Eastern
812,487,Eastern
813,488,Eastern
814,488,Eastern
815,488,Eastern
816,489,Eastern
817,489,Eastern
818,490,Eastern
819,490,Eastern
820,491,Eastern
821,491,Eastern
822,492,Eastern
823,492,Eastern
824,493,Eastern
825,494,Eastern
826,494,Eastern
827,495,Eastern
828,495,Eastern
829,495,Eastern
830,495,Eastern
831,495,Eastern
832,495,Eastern
833,496,Eastern
834,496,Eastern
835,497,Eastern
836,498,Eastern
837,498,Eastern
838,498,Eastern
839,499,Eastern
840,499,Eastern
841,499,Eastern
842,500,Eastern
843,501,Eastern
844,501,Eastern
845,501,Eastern
846,501,Eastern
847,501,Eastern
848,502,Eastern
849,502,Eastern
850,502,Eastern
851,502,Eastern
852,502,Eastern
853,502,Eastern
854,502,Eastern
855,502,Eastern
856,503,Eastern
857,503,Eastern
858,504,Eastern
859,504,Eastern
860,504,Eastern
861,504,Eastern
862,505,Eastern
863,505,Eastern
864,505,Eastern
865,505,Eastern
866,505,Eastern
867,505,Eastern
868,506,Eastern
869,506,Eastern
870,506,Eastern
871,506,Eastern
872,506,Eastern
873,507,Eastern
874,507,Eastern
875,507,Eastern
876,507,Eastern
877,507,Eastern
878,508,Eastern
879,508,Eastern
880,508,Eastern
881,508,Eastern
882,508,Eastern
883,508,Eastern
884,508,Eastern
885,509,Eastern
886,509,Eastern
887,510,Eastern
888,510,Eastern
889,511,Eastern
890,511,Eastern
891,511,Eastern
892,511,Eastern
893,511,Eastern
894,512,Eastern
895,512,Eastern
896,512,Eastern
897,512,Eastern
898,512,Eastern
899,513,Eastern
900,513,Eastern
901,513,Eastern
902,513,Eastern
903,514,Eastern
904,514,Eastern
905,514,Eastern
906,514,Eastern
907,514,Eastern
908,514,Eastern
909,515,Eastern
910,515,Eastern
911,516,Eastern
912,516,Eastern
913,516,Eastern
914,517,Eastern
915,517,Eastern
916,517,Eastern
917,517,Eastern
918,517,Eastern
919,517,Eastern
920,517,Eastern
921,517,Eastern
922,517,Eastern
923,518,Eastern
924,518,Eastern
925,518,Eastern
926,518,Eastern
927,519,Eastern
928,519,Eastern
929,519,Eastern
930,519,Eastern
931,519,Eastern
932,519,Eastern
933,519,Eastern
934,519,Eastern
935,520,Eastern
936,520,Eastern
937,520,Eastern
938,520,Eastern
939,520,Eastern
940,520,Eastern
941,520,Eastern
942,520,Eastern
943,520,Eastern
944,521,Eastern
945,521,Eastern
946,522,Eastern
947,522,Eastern
948,522,Eastern
949,522,Eastern
950,523,Eastern
951,523,Eastern
952,524,Eastern
953,524,Eastern
954,524,Eastern
955,524,Eastern
956,524,Eastern
957,524,Eastern
958,524,Eastern
959,524,Eastern
960,524,Eastern
961,525,Eastern
962,525,Eastern
963,525,Eastern
964,525,Eastern
965,526,Eastern
966,526,Eastern
967,527,Eastern
968,527,Eastern
969,527,Eastern
970,528,Eastern
971,528,Eastern
972,528,Eastern
973,528,Eastern
974,528,Eastern
975,528,Eastern
976,528,Eastern
977,528,Eastern
978,529,Eastern
979,529,Eastern
980,530,Eastern
981,530,Eastern
982,530,Eastern
983,531,Eastern
984,531,Eastern
985,531,Eastern
986,531,Eastern
987,531,Eastern
988,531,Eastern
989,531,Eastern
990,532,Eastern
991,532,Eastern
992,532,Eastern
993,532,Eastern
994,532,Eastern
995,532,Eastern
996,532,Eastern
997,532,Eastern
998,532,Eastern
999,532,Eastern
1000,533,Eastern
1001,533,Eastern
1002,533,Eastern
1003,533,Eastern
1004,533,Eastern
1005,533,Eastern
1006,533,Eastern
1007,533,Eastern
1008,533,Eastern
1009,533,Eastern
1010,533,Eastern
1011,533,Eastern
1012,534,Eastern
1013,534,Eastern
1014,534,Eastern
1015,534,Eastern
1016,534,Eastern
1017,535,Eastern
1018,535,Eastern
1019,535,Eastern
1020,535,Eastern
1021,536,Eastern
1022,536,Eastern
1023,536,Eastern
1024,536,Eastern
1025,536,Eastern
1026,536,Eastern
1027,536,Eastern
1028,537,Eastern
1029,537,Eastern
1030,537,Eastern
1031,537,Eastern
1032,537,Eastern
1033,538,Eastern
1034,538,Eastern
1035,538,Eastern
1036,538,Eastern
1037,539,Eastern
1038,539,Eastern
1039,539,Eastern
1040,539,Eastern
1041,539,Eastern
1042,539,Eastern
1043,539,Eastern
1044,540,Eastern
1045,540,Eastern
1046,540,Eastern
1047,540,Eastern
1048,540,Eastern
1049,541,Eastern
1050,541,Eastern
1051,541,Eastern
1052,541,Eastern
1053,542,Eastern
1054,542,Eastern
1055,542,Eastern
1056,543,Eastern
1057,543,Eastern
1058,543,Eastern
1059,544,Eastern
1060,544,Eastern
1061,544,Eastern
1062,544,Eastern
1063,545,Eastern
1064,545,Eastern
1065,545,Eastern
1066,546,Eastern
1067,546,Eastern
1068,546,Eastern
1069,546,Eastern
1070,546,Eastern
1071,546,Eastern
1072,546,Eastern
1073,546,Eastern
1074,547,Eastern
1075,547,Eastern
1076,548,Eastern
1077,548,Eastern
1078,548,Eastern
1079,548,Eastern
1080,549,Eastern
1081,549,Eastern
1082,549,Eastern
1083,549,Eastern
1084,549,Eastern
1085,550,Eastern
1086,550,Eastern
1087,551,Eastern
1088,551,Eastern
