plant_id,bus_id,Pg,Qg,Qmax,Qmin,Vg,mBase,status,Pmax,Pmin,Pc1,Pc2,Qc1min,Qc1max,Qc2min,Qc2max,ramp_agc,ramp_10,ramp_30,ramp_q,apf,mu_Pmax,mu_Pmin,mu_Qmax,mu_Qmin,type,interconnect,GenFuelCost,GenIOB,GenIOC,GenIOD
0,845,186.58,40.25,95.08,-20.73,1.009,224.16,1,177.194,0.0,0,0,0,0,0,0,0,0,0.0,0,186.8,0,0,0,0,ng,Eastern,3.369,4.82144,0.007515,0.0
1,850,211.25,32.45,98.56,-25.8,1.0488,253.8,1,206.883,0.0,0,0,0,0,0,0,0,0,0.0,0,211.5,0,0,0,0,dfo,Eastern,9.863,8.01688,0.017094,0.0
2,851,211.25,53.96,98.56,-25.8,1.05,253.8,1,206.883,0.0,0,0,0,0,0,0,0,0,0.0,0,211.5,0,0,0,0,dfo,Eastern,9.863,8.01688,0.01725,0.0
3,852,211.25,53.57,98.56,-25.8,1.0545,253.8,1,206.883,0.0,0,0,0,0,0,0,0,0,0.0,0,211.5,0,0,0,0,dfo,Eastern,9.863,8.01688,0.013281,0.0
4,853,211.25,32.45,98.56,-25.8,1.0488,253.8,1,206.883,0.0,0,0,0,0,0,0,0,0,0.0,0,211.5,0,0,0,0,dfo,Eastern,9.863,8.01688,0.016227,0.0
5,856,1.2,0.46,0.46,-0.06,1.038,1.44,1,1.198,0.0,0,0,0,0,0,0,0,0,0.0,0,1.2,0,0,0,0,hydro,Eastern,0.0,0.0,0.0,0.0
6,856,0.0,0.0,0.46,-0.06,1.038,1.44,0,1.198,0.0,0,0,0,0,0,0,0,0,0.0,0,1.2,0,0,0,0,hydro,Eastern,0.0,0.0,0.0,0.0
7,856,0.0,0.0,0.46,-0.06,1.038,1.44,0,1.198,0.0,0,0,0,0,0,0,0,0,0.0,0,1.2,0,0,0,0,hydro,Eastern,0.0,0.0,0.0,0.0
8,856,1.2,0.46,0.46,-0.06,1.038,1.44,1,1.198,0.0,0,0,0,0,0,0,0,0,0.0,0,1.2,0,0,0,0,hydro,Eastern,0.0,0.0,0.0,0.0
9,856,1.2,0.46,0.46,-0.06,1.038,1.44,1,1.198,0.0,0,0,0,0,0,0,0,0,0.0,0,1.2,0,0,0,0,hydro,Eastern,0.0,0.0,0.0,0.0
10,856,0.0,0.0,0.46,-0.06,1.038,1.44,0,1.198,0.0,0,0,0,0,0,0,0,0,0.0,0,1.2,0,0,0,0,hydro,Eastern,0.0,0.0,0.0,0.0
11,859,0.0,0.0,1.53,-0.33,1.04,3.6,0,2.846,0.0,0,0,0,0,0,0,0,0,0.0,0,3.0,0,0,0,0,ng,Eastern,2.936,4.57517,0.003927,0.0
12,863,6.49,2.5,2.5,-0.32,1.04,7.8,1,6.488,0.0,0,0,0,0,0,0,0,0,0.0,0,6.5,0,0,0,0,hydro,Eastern,0.0,0.0,0.0,0.0
13,863,6.49,2.5,2.5,-0.32,1.04,7.8,1,6.488,0.0,0,0,0,0,0,0,0,0,0.0,0,6.5,0,0,0,0,hydro,Eastern,0.0,0.0,0.0,0.0
14,869,6.39,-0.31,2.46,-0.31,1.01,7.68,1,6.388,0.0,0,0,0,0,0,0,0,0,0.0,0,6.4,0,0,0,0,hydro,Eastern,0.0,0.0,0.0,0.0
15,869,6.39,-0.31,2.46,-0.31,1.01,7.68,1,6.388,0.0,0,0,0,0,0,0,0,0,0.0,0,6.4,0,0,0,0,hydro,Eastern,0.0,0.0,0.0,0.0
16,870,6.39,-0.31,2.46,-0.31,1.016,7.68,1,6.388,0.0,0,0,0,0,0,0,0,0,0.0,0,6.4,0,0,0,0,hydro,Eastern,0.0,0.0,0.0,0.0
17,873,14.18,5.45,5.45,-0.7,1.045,17.04,1,14.174,0.0,0,0,0,0,0,0,0,0,0.0,0,14.2,0,0,0,0,hydro,Eastern,0.0,0.0,0.0,0.0
18,874,14.18,-0.7,5.45,-0.7,1.041,17.04,1,14.174,0.0,0,0,0,0,0,0,0,0,0.0,0,14.2,0,0,0,0,hydro,Eastern,0.0,0.0,0.0,0.0
19,881,137.09,29.08,69.86,-15.23,1.0291,164.7,1,130.192,0.0,0,0,0,0,0,0,0,0,0.0,0,137.25,0,0,0,0,ng,Eastern,3.502,4.75505,0.0063,0.0
20,882,137.09,34.39,69.86,-15.23,1.031,164.7,1,130.192,0.0,0,0,0,0,0,0,0,0,0.0,0,137.25,0,0,0,0,ng,Eastern,3.864,4.75505,0.005409,0.0
21,885,0.3,-0.01,0.12,-0.01,1.038,0.36,1,0.299,0.0,0,0,0,0,0,0,0,0,0.0,0,0.3,0,0,0,0,hydro,Eastern,0.0,0.0,0.0,0.0
22,885,0.3,-0.01,0.12,-0.01,1.038,0.36,1,0.299,0.0,0,0,0,0,0,0,0,0,0.0,0,0.3,0,0,0,0,hydro,Eastern,0.0,0.0,0.0,0.0
23,885,0.3,-0.01,0.12,-0.01,1.038,0.36,1,0.299,0.0,0,0,0,0,0,0,0,0,0.0,0,0.3,0,0,0,0,hydro,Eastern,0.0,0.0,0.0,0.0
24,885,0.3,-0.01,0.12,-0.01,1.038,0.36,1,0.299,0.0,0,0,0,0,0,0,0,0,0.0,0,0.3,0,0,0,0,hydro,Eastern,0.0,0.0,0.0,0.0
25,885,0.3,-0.01,0.12,-0.01,1.038,0.36,1,0.299,0.0,0,0,0,0,0,0,0,0,0.0,0,0.3,0,0,0,0,hydro,Eastern,0.0,0.0,0.0,0.0
26,885,0.3,-0.01,0.12,-0.01,1.038,0.36,1,0.299,0.0,0,0,0,0,0,0,0,0,0.0,0,0.3,0,0,0,0,hydro,Eastern,0.0,0.0,0.0,0.0
27,887,3.42,-0.17,1.32,-0.17,1.038,4.11,1,3.419,0.0,0,0,0,0,0,0,0,0,0.0,0,3.425,0,0,0,0,hydro,Eastern,0.0,0.0,0.0,0.0
28,887,3.42,-0.17,1.32,-0.17,1.038,4.11,1,3.419,0.0,0,0,0,0,0,0,0,0,0.0,0,3.425,0,0,0,0,hydro,Eastern,0.0,0.0,0.0,0.0
